Time,Ch,ID,Sel,Coarse,Fine,CoarseDiff,FineDiff,Delta_ps,RawHex,CSA_Label
17:26:00.316,UP,60,001,269,2651,,,,0x3C52DD0D,CSA3
17:26:00.316,DOWN,60,001,268,1260,-1,-1391,-2455.15,0x7C27610C,CSA3
17:26:00.316,UP,61,001,179,3025,,,,0x3D5E8CB3,CSA3
17:26:00.317,DOWN,61,001,178,1651,-1,-1374,-2472.15,0x7D3398B2,CSA3
17:26:00.317,UP,62,001,89,3400,,,,0x3E6A4459,CSA3
17:26:00.317,DOWN,62,001,88,2027,-1,-1373,-2473.15,0x7E3F5858,CSA3
17:26:00.317,UP,63,001,1023,3819,,,,0x3F775FFF,CSA3
17:26:00.317,DOWN,63,001,1022,2417,-1,-1402,-2444.15,0x7F4B8BFE,CSA3
17:26:00.317,UP,0,001,932,351,,,,0x000AFFA4,CSA3
17:26:00.317,DOWN,0,001,932,2796,0,2445,-2445.00,0x405763A4,CSA3
17:26:00.317,UP,1,001,842,787,,,,0x01189F4A,CSA3
17:26:00.317,DOWN,1,001,842,3235,0,2448,-2448.00,0x41651B4A,CSA3
17:26:00.317,UP,2,001,752,1097,,,,0x02224EF0,CSA3
17:26:00.317,DOWN,2,001,752,3565,0,2468,-2468.00,0x426F6AF0,CSA3
17:26:00.317,UP,3,001,662,1498,,,,0x032ED696,CSA3
17:26:00.317,DOWN,3,001,661,110,-1,-1388,-2458.15,0x43037295,CSA3
17:26:00.317,UP,4,001,572,1844,,,,0x0439A63C,CSA3
17:26:00.317,DOWN,4,001,571,460,-1,-1384,-2462.15,0x440E623B,CSA3
17:26:00.317,UP,5,001,482,2259,,,,0x05469DE2,CSA3
17:26:00.317,DOWN,5,001,481,871,-1,-1388,-2458.15,0x451B39E1,CSA3
17:26:00.317,UP,6,001,392,2651,,,,0x0652DD88,CSA3
17:26:00.317,DOWN,6,001,391,1265,-1,-1386,-2460.15,0x46278987,CSA3
17:26:00.317,UP,7,001,302,3071,,,,0x075FFD2E,CSA3
17:26:00.317,DOWN,7,001,301,1691,-1,-1380,-2466.15,0x4734D92D,CSA3
