Time,Ch,ID,Sel,Coarse,Fine,CoarseDiff,FineDiff,Delta_ps,RawHex,CSA_Label
17:34:30.255,UP,52,111,536,873,,,,0x341B4E18,CSA5
17:34:30.255,DOWN,52,111,515,2592,-21,1719,-82488.23,0x74510203,CSA5
17:34:30.255,UP,53,111,448,2911,,,,0x355AFDC0,CSA5
17:34:30.255,DOWN,53,111,426,786,-22,-2125,-82490.38,0x751891AA,CSA5
17:34:30.255,UP,54,111,358,3237,,,,0x36652D66,CSA5
17:34:30.255,DOWN,54,111,336,1087,-22,-2150,-82465.38,0x7621F950,CSA5
17:34:30.255,UP,55,111,268,3663,,,,0x37727D0C,CSA5
17:34:30.255,DOWN,55,111,246,1543,-22,-2120,-82495.38,0x773038F6,CSA5
17:34:30.255,UP,56,111,177,228,,,,0x380724B1,CSA5
17:34:30.255,DOWN,56,111,156,1923,-21,1695,-82464.23,0x783C189C,CSA5
17:34:30.255,UP,57,111,87,640,,,,0x39140457,CSA5
17:34:30.255,DOWN,57,111,66,2316,-21,1676,-82445.23,0x79486042,CSA5
17:34:30.255,UP,58,111,1021,975,,,,0x3A1E7FFD,CSA5
17:34:30.255,DOWN,58,111,1000,2675,-21,1700,-82469.23,0x7A539BE8,CSA5
17:34:30.255,UP,59,111,931,1401,,,,0x3B2BCFA3,CSA5
17:34:30.255,DOWN,59,111,910,3093,-21,1692,-82461.23,0x7B60AB8E,CSA5
17:34:30.255,UP,60,111,841,1727,,,,0x3C35FF49,CSA5
17:34:30.255,DOWN,60,111,820,3432,-21,1705,-82474.23,0x7C6B4334,CSA5
17:34:30.255,UP,61,111,751,2121,,,,0x3D424EEF,CSA5
17:34:30.255,DOWN,61,111,730,3807,-21,1686,-82455.23,0x7D76FADA,CSA5
17:34:30.255,UP,62,111,661,2498,,,,0x3E4E1695,CSA5
17:34:30.255,DOWN,62,111,639,356,-22,-2142,-82473.38,0x7E0B227F,CSA5
17:34:30.255,UP,63,111,571,2911,,,,0x3F5AFE3B,CSA5
17:34:30.255,DOWN,63,111,549,786,-22,-2125,-82490.38,0x7F189225,CSA5
17:34:30.255,UP,0,111,481,3237,,,,0x00652DE1,CSA5
17:34:30.255,DOWN,0,111,459,1087,-22,-2150,-82465.38,0x4021F9CB,CSA5
17:34:30.255,UP,1,111,391,3638,,,,0x0171B587,CSA5
17:34:30.255,DOWN,1,111,369,1497,-22,-2141,-82474.38,0x412EC971,CSA5
17:34:30.255,UP,2,111,300,206,,,,0x0206752C,CSA5
17:34:30.255,DOWN,2,111,279,1923,-21,1717,-82486.23,0x423C1917,CSA5
17:34:30.255,UP,3,111,210,640,,,,0x031404D2,CSA5
17:34:30.255,DOWN,3,111,189,2326,-21,1686,-82455.23,0x4348B0BD,CSA5
17:34:30.255,UP,4,111,120,941,,,,0x041D6C78,CSA5
17:34:30.255,DOWN,4,111,99,2625,-21,1684,-82453.23,0x44520863,CSA5
17:34:30.255,UP,5,111,30,1330,,,,0x0529941E,CSA5
17:34:30.255,DOWN,5,111,9,3033,-21,1703,-82472.23,0x455EC809,CSA5
17:34:30.255,UP,6,111,964,1727,,,,0x0635FFC4,CSA5
17:34:30.255,DOWN,6,111,943,3432,-21,1705,-82474.23,0x466B43AF,CSA5
17:34:30.255,UP,7,111,874,2135,,,,0x0742BF6A,CSA5
17:34:30.255,DOWN,7,111,853,3838,-21,1703,-82472.23,0x4777F355,CSA5
17:34:30.255,UP,8,111,784,2483,,,,0x084D9F10,CSA5
17:34:30.255,DOWN,8,111,762,341,-22,-2142,-82473.38,0x480AAAFA,CSA5
17:34:30.255,UP,9,111,694,2845,,,,0x0958EEB6,CSA5
17:34:30.255,DOWN,9,111,672,724,-22,-2121,-82494.38,0x4916A2A0,CSA5
17:34:30.255,UP,10,111,604,3212,,,,0x0A64665C,CSA5
17:34:30.255,DOWN,10,111,582,1072,-22,-2140,-82475.38,0x4A218246,CSA5
17:34:30.255,UP,11,111,514,3655,,,,0x0B723E02,CSA5
17:34:30.255,DOWN,11,111,492,1543,-22,-2112,-82503.38,0x4B3039EC,CSA5
17:34:30.255,UP,12,111,423,228,,,,0x0C0725A7,CSA5
17:34:30.255,DOWN,12,111,402,1940,-21,1712,-82481.23,0x4C3CA192,CSA5
17:34:30.255,UP,13,111,333,587,,,,0x0D125D4D,CSA5
17:34:30.255,DOWN,13,111,312,2316,-21,1729,-82498.23,0x4D486138,CSA5
17:34:30.255,UP,14,111,243,923,,,,0x0E1CDCF3,CSA5
17:34:30.255,DOWN,14,111,222,2604,-21,1681,-82450.23,0x4E5160DE,CSA5
17:34:30.255,UP,15,111,153,1383,,,,0x0F2B3C99,CSA5
17:34:30.255,DOWN,15,111,132,3081,-21,1698,-82467.23,0x4F604884,CSA5
17:34:30.255,UP,16,111,63,1770,,,,0x1037543F,CSA5
17:34:30.255,DOWN,16,111,42,3494,-21,1724,-82493.23,0x506D302A,CSA5
17:34:30.255,UP,17,111,997,2085,,,,0x11412FE5,CSA5
17:34:30.256,DOWN,17,111,976,3791,-21,1706,-82475.23,0x51767BD0,CSA5
17:34:30.256,UP,18,111,907,2467,,,,0x124D1F8B,CSA5
17:34:30.256,DOWN,18,111,885,341,-22,-2126,-82489.38,0x520AAB75,CSA5
17:34:30.256,UP,19,111,817,2875,,,,0x1359DF31,CSA5
17:34:30.256,DOWN,19,111,795,747,-22,-2128,-82487.38,0x53175B1B,CSA5
17:34:30.256,UP,20,111,727,3300,,,,0x146726D7,CSA5
17:34:30.256,DOWN,20,111,705,1153,-22,-2147,-82468.38,0x54240AC1,CSA5
17:34:30.256,UP,21,111,637,3619,,,,0x15711E7D,CSA5
17:34:30.256,DOWN,21,111,615,1483,-22,-2136,-82479.38,0x552E5A67,CSA5
17:34:30.256,UP,22,111,546,156,,,,0x1604E622,CSA5
17:34:30.256,DOWN,22,111,525,1864,-21,1708,-82477.23,0x563A420D,CSA5
17:34:30.256,UP,23,111,456,569,,,,0x1711CDC8,CSA5
17:34:30.256,DOWN,23,111,435,2292,-21,1723,-82492.23,0x5747A1B3,CSA5
17:34:30.256,UP,24,111,366,987,,,,0x181EDD6E,CSA5
17:34:30.256,DOWN,24,111,345,2675,-21,1688,-82457.23,0x58539959,CSA5
17:34:30.256,UP,25,111,276,1346,,,,0x192A1514,CSA5
17:34:30.256,DOWN,25,111,255,3033,-21,1687,-82456.23,0x595EC8FF,CSA5
17:34:30.256,UP,26,111,186,1690,,,,0x1A34D4BA,CSA5
17:34:30.256,DOWN,26,111,165,3400,-21,1710,-82479.23,0x5A6A40A5,CSA5
17:34:30.256,UP,27,111,96,2085,,,,0x1B412C60,CSA5
17:34:30.256,DOWN,27,111,75,3807,-21,1722,-82491.23,0x5B76F84B,CSA5
17:34:30.256,UP,28,111,6,2529,,,,0x1C4F0C06,CSA5
17:34:30.256,DOWN,28,111,1008,390,-22,-2139,-82476.38,0x5C0C33F0,CSA5
17:34:30.256,UP,29,111,940,2911,,,,0x1D5AFFAC,CSA5
17:34:30.256,DOWN,29,111,918,769,-22,-2142,-82473.38,0x5D180B96,CSA5
17:34:30.256,UP,30,111,850,3259,,,,0x1E65DF52,CSA5
17:34:30.256,DOWN,30,111,828,1141,-22,-2118,-82497.38,0x5E23AB3C,CSA5
17:34:30.256,UP,31,111,760,3692,,,,0x1F7366F8,CSA5
17:34:30.256,DOWN,31,111,738,1565,-22,-2127,-82488.38,0x5F30EAE2,CSA5
17:34:30.256,UP,32,111,669,218,,,,0x2006D69D,CSA5
17:34:30.256,DOWN,32,111,648,1923,-21,1705,-82474.23,0x603C1A88,CSA5
17:34:30.256,UP,33,111,579,640,,,,0x21140643,CSA5
17:34:30.256,DOWN,33,111,558,2326,-21,1686,-82455.23,0x6148B22E,CSA5
17:34:30.256,UP,34,111,489,906,,,,0x221C55E9,CSA5
17:34:30.256,DOWN,34,111,468,2617,-21,1711,-82480.23,0x6251C9D4,CSA5
17:34:30.256,UP,35,111,399,1367,,,,0x232ABD8F,CSA5
17:34:30.256,DOWN,35,111,378,3071,-21,1704,-82473.23,0x635FF97A,CSA5
17:34:30.256,UP,36,111,309,1727,,,,0x2435FD35,CSA5
17:34:30.256,DOWN,36,111,288,3448,-21,1721,-82490.23,0x646BC120,CSA5
17:34:30.256,UP,37,111,219,2147,,,,0x25431CDB,CSA5
17:34:30.256,DOWN,37,111,197,8,-22,-2139,-82476.38,0x650040C5,CSA5
17:34:30.256,UP,38,111,129,2483,,,,0x264D9C81,CSA5
17:34:30.256,DOWN,38,111,107,356,-22,-2127,-82488.38,0x660B206B,CSA5
17:34:30.256,UP,39,111,39,2891,,,,0x275A5C27,CSA5
17:34:30.256,DOWN,39,111,17,747,-22,-2144,-82471.38,0x67175811,CSA5
17:34:30.256,UP,40,111,973,3237,,,,0x28652FCD,CSA5
17:34:30.256,DOWN,40,111,951,1126,-22,-2111,-82504.38,0x682333B7,CSA5
17:34:30.256,UP,41,111,883,3655,,,,0x29723F73,CSA5
17:34:30.256,DOWN,41,111,861,1530,-22,-2125,-82490.38,0x692FD35D,CSA5
17:34:30.256,UP,42,111,792,218,,,,0x2A06D718,CSA5
17:34:30.256,DOWN,42,111,771,1923,-21,1705,-82474.23,0x6A3C1B03,CSA5
17:34:30.256,UP,43,111,702,640,,,,0x2B1406BE,CSA5
