Time,Ch,ID,Sel,Coarse,Fine,CoarseDiff,FineDiff,Delta_ps,RawHex,CSA_Label
15:10:25.313,UP,12,111,925,1441,,,,0x0C2D0F9D,CSA4
15:10:25.313,DOWN,12,111,912,695,-13,-746,-49254.00,0x4C15BB90,CSA4
15:10:25.313,UP,13,111,835,1887,,,,0x0D3AFF43,CSA4
15:10:25.313,DOWN,13,111,822,1137,-13,-750,-49250.00,0x4D238B36,CSA4
15:10:25.313,UP,14,111,745,2181,,,,0x0E442EE9,CSA4
15:10:25.313,DOWN,14,111,732,1460,-13,-721,-49279.00,0x4E2DA2DC,CSA4
15:10:25.313,UP,15,111,655,2579,,,,0x0F509E8F,CSA4
15:10:25.313,DOWN,15,111,642,1881,-13,-698,-49302.00,0x4F3ACA82,CSA4
15:10:25.313,UP,16,111,565,3003,,,,0x105DDE35,CSA4
15:10:25.313,DOWN,16,111,552,2266,-13,-737,-49263.00,0x5046D228,CSA4
15:10:25.313,UP,17,111,475,3391,,,,0x1169FDDB,CSA4
15:10:25.313,DOWN,17,111,462,2676,-13,-715,-49285.00,0x5153A1CE,CSA4
15:10:25.313,UP,18,111,385,3805,,,,0x1276ED81,CSA4
15:10:25.313,DOWN,18,111,372,3050,-13,-755,-49245.00,0x525F5174,CSA4
15:10:25.313,UP,19,111,294,262,,,,0x13083526,CSA4
15:10:25.313,DOWN,19,111,282,3401,-12,3139,-49292.85,0x536A491A,CSA4
15:10:25.313,UP,20,111,204,706,,,,0x141614CC,CSA4
15:10:25.313,DOWN,20,111,192,3842,-12,3136,-49289.85,0x547810C0,CSA4
15:10:25.313,UP,21,111,114,1067,,,,0x15215C72,CSA4
15:10:25.313,DOWN,21,111,101,342,-13,-725,-49275.00,0x550AB065,CSA4
15:10:25.314,UP,22,111,24,1414,,,,0x162C3418,CSA4
15:10:25.314,DOWN,22,111,11,672,-13,-742,-49258.00,0x5615000B,CSA4
15:10:25.314,UP,23,111,958,1904,,,,0x173B87BE,CSA4
15:10:25.314,DOWN,23,111,945,1164,-13,-740,-49260.00,0x572463B1,CSA4
