Time,Ch,ID,Sel,Coarse,Fine,CoarseDiff,FineDiff,Delta_ps,RawHex,CSA_Label
15:10:13.588,UP,60,111,163,2772,,,,0x3C56A4A3,CSA3
15:10:13.588,DOWN,60,111,159,3825,-4,1053,-16437.62,0x7C77889F,CSA3
15:10:13.588,UP,61,111,73,3156,,,,0x3D62A449,CSA3
15:10:13.588,DOWN,61,111,68,342,-5,-2814,-16416.77,0x7D0AB044,CSA3
15:10:13.588,UP,62,111,1007,3540,,,,0x3E6EA7EF,CSA3
15:10:13.588,DOWN,62,111,1002,732,-5,-2808,-16422.77,0x7E16E3EA,CSA3
15:10:13.588,UP,63,111,916,86,,,,0x3F02B794,CSA3
15:10:13.588,DOWN,63,111,912,1137,-4,1051,-16435.62,0x7F238B90,CSA3
15:10:13.588,UP,0,111,826,435,,,,0x000D9F3A,CSA3
15:10:13.588,DOWN,0,111,822,1494,-4,1059,-16443.62,0x402EB336,CSA3
15:10:13.588,UP,1,111,736,854,,,,0x011AB6E0,CSA3
15:10:13.588,DOWN,1,111,732,1911,-4,1057,-16441.62,0x413BBADC,CSA3
15:10:13.588,UP,2,111,646,1207,,,,0x0225BE86,CSA3
15:10:13.588,DOWN,2,111,642,2266,-4,1059,-16443.62,0x4246D282,CSA3
15:10:13.588,UP,3,111,556,1581,,,,0x03316E2C,CSA3
15:10:13.588,DOWN,3,111,552,2622,-4,1041,-16425.62,0x4351F228,CSA3
15:10:13.588,UP,4,111,466,1995,,,,0x043E5DD2,CSA3
15:10:13.588,DOWN,4,111,462,3023,-4,1028,-16412.62,0x445E79CE,CSA3
15:10:13.588,UP,5,111,376,2378,,,,0x054A5578,CSA3
15:10:13.588,DOWN,5,111,372,3418,-4,1040,-16424.62,0x456AD174,CSA3
15:10:13.588,UP,6,111,286,2745,,,,0x0655CD1E,CSA3
15:10:13.588,DOWN,6,111,282,3778,-4,1033,-16417.62,0x4676111A,CSA3
15:10:13.588,UP,7,111,196,3108,,,,0x076124C4,CSA3
15:10:13.588,DOWN,7,111,191,302,-5,-2806,-16424.77,0x470970BF,CSA3
15:10:13.588,UP,8,111,106,3540,,,,0x086EA46A,CSA3
15:10:13.588,DOWN,8,111,101,732,-5,-2808,-16422.77,0x4816E065,CSA3
15:10:13.588,UP,9,111,15,24,,,,0x0900C40F,CSA3
15:10:13.588,DOWN,9,111,11,1096,-4,1072,-16456.62,0x4922400B,CSA3
15:10:13.588,UP,10,111,949,476,,,,0x0A0EE7B5,CSA3
15:10:13.588,DOWN,10,111,945,1528,-4,1052,-16436.62,0x4A2FC3B1,CSA3
15:10:13.588,UP,11,111,859,834,,,,0x0B1A175B,CSA3
15:10:13.588,DOWN,11,111,855,1895,-4,1061,-16445.62,0x4B3B3B57,CSA3
15:10:13.588,UP,12,111,769,1223,,,,0x0C263F01,CSA3
15:10:13.588,DOWN,12,111,765,2266,-4,1043,-16427.62,0x4C46D2FD,CSA3
15:10:13.588,UP,13,111,679,1610,,,,0x0D3256A7,CSA3
15:10:13.588,DOWN,13,111,675,2649,-4,1039,-16423.62,0x4D52CAA3,CSA3
15:10:13.588,UP,14,111,589,2020,,,,0x0E3F264D,CSA3
15:10:13.588,DOWN,14,111,585,3062,-4,1042,-16426.62,0x4E5FB249,CSA3
15:10:13.588,UP,15,111,499,2402,,,,0x0F4B15F3,CSA3
15:10:13.588,DOWN,15,111,495,3451,-4,1049,-16433.62,0x4F6BD9EF,CSA3
15:10:13.589,UP,16,111,409,2772,,,,0x1056A599,CSA3
15:10:13.589,DOWN,16,111,405,3825,-4,1053,-16437.62,0x50778995,CSA3
15:10:13.589,UP,17,111,319,3148,,,,0x1162653F,CSA3
15:10:13.589,DOWN,17,111,314,327,-5,-2821,-16409.77,0x510A393A,CSA3
15:10:13.589,UP,18,111,229,3540,,,,0x126EA4E5,CSA3
15:10:13.589,DOWN,18,111,224,732,-5,-2808,-16422.77,0x5216E0E0,CSA3
15:10:13.589,UP,19,111,138,127,,,,0x1303FC8A,CSA3
15:10:13.589,DOWN,19,111,134,1186,-4,1059,-16443.62,0x53251086,CSA3
15:10:13.589,UP,20,111,48,435,,,,0x140D9C30,CSA3
15:10:13.589,DOWN,20,111,44,1494,-4,1059,-16443.62,0x542EB02C,CSA3
15:10:13.589,UP,21,111,982,844,,,,0x151A67D6,CSA3
15:10:13.589,DOWN,21,111,978,1911,-4,1067,-16451.62,0x553BBBD2,CSA3
15:10:13.589,UP,22,111,892,1207,,,,0x1625BF7C,CSA3
15:10:13.589,DOWN,22,111,888,2251,-4,1044,-16428.62,0x56465B78,CSA3
15:10:13.589,UP,23,111,802,1595,,,,0x1731DF22,CSA3
15:10:13.589,DOWN,23,111,798,2636,-4,1041,-16425.62,0x5752631E,CSA3
15:10:13.589,UP,24,111,712,1978,,,,0x183DD6C8,CSA3
15:10:13.589,DOWN,24,111,708,3023,-4,1045,-16429.62,0x585E7AC4,CSA3
15:10:13.589,UP,25,111,622,2378,,,,0x194A566E,CSA3
15:10:13.589,DOWN,25,111,618,3408,-4,1030,-16414.62,0x596A826A,CSA3
15:10:13.589,UP,26,111,532,2759,,,,0x1A563E14,CSA3
15:10:13.589,DOWN,26,111,528,3809,-4,1050,-16434.62,0x5A770A10,CSA3
15:10:13.589,UP,27,111,442,3092,,,,0x1B60A5BA,CSA3
15:10:13.589,DOWN,27,111,437,274,-5,-2818,-16412.77,0x5B0891B5,CSA3
15:10:13.589,UP,28,111,352,3561,,,,0x1C6F4D60,CSA3
15:10:13.589,DOWN,28,111,347,732,-5,-2829,-16401.77,0x5C16E15B,CSA3
15:10:13.589,UP,29,111,261,50,,,,0x1D019505,CSA3
15:10:13.589,DOWN,29,111,257,1096,-4,1046,-16430.62,0x5D224101,CSA3
15:10:13.589,UP,30,111,171,450,,,,0x1E0E14AB,CSA3
15:10:13.589,DOWN,30,111,167,1509,-4,1059,-16443.62,0x5E2F28A7,CSA3
15:10:13.589,UP,31,111,81,820,,,,0x1F19A451,CSA3
15:10:13.589,DOWN,31,111,77,1881,-4,1061,-16445.62,0x5F3AC84D,CSA3
15:10:13.589,UP,32,111,1015,1195,,,,0x20255FF7,CSA3
15:10:13.589,DOWN,32,111,1011,2251,-4,1056,-16440.62,0x60465BF3,CSA3
15:10:13.590,UP,33,111,925,1595,,,,0x2131DF9D,CSA3
15:10:13.590,DOWN,33,111,921,2636,-4,1041,-16425.62,0x61526399,CSA3
15:10:13.590,UP,34,111,835,1978,,,,0x223DD743,CSA3
15:10:13.590,DOWN,34,111,831,3023,-4,1045,-16429.62,0x625E7B3F,CSA3
15:10:13.590,UP,35,111,745,2378,,,,0x234A56E9,CSA3
15:10:13.590,DOWN,35,111,741,3418,-4,1040,-16424.62,0x636AD2E5,CSA3
15:10:13.590,UP,36,111,655,2729,,,,0x24554E8F,CSA3
15:10:13.590,DOWN,36,111,651,3778,-4,1049,-16433.62,0x6476128B,CSA3
15:10:13.590,UP,37,111,565,3108,,,,0x25612635,CSA3
15:10:13.590,DOWN,37,111,560,284,-5,-2824,-16406.77,0x6508E230,CSA3
15:10:13.590,UP,38,111,475,3540,,,,0x266EA5DB,CSA3
15:10:13.590,DOWN,38,111,470,732,-5,-2808,-16422.77,0x6616E1D6,CSA3
15:10:13.590,UP,39,111,384,50,,,,0x27019580,CSA3
15:10:13.590,DOWN,39,111,380,1111,-4,1061,-16445.62,0x6722B97C,CSA3
15:10:13.590,UP,40,111,294,495,,,,0x280F7D26,CSA3
15:10:13.590,DOWN,40,111,290,1528,-4,1033,-16417.62,0x682FC122,CSA3
15:10:13.590,UP,41,111,204,820,,,,0x2919A4CC,CSA3
15:10:13.590,DOWN,41,111,200,1870,-4,1050,-16434.62,0x693A70C8,CSA3
15:10:13.590,UP,42,111,114,1223,,,,0x2A263C72,CSA3
15:10:13.590,DOWN,42,111,110,2266,-4,1043,-16427.62,0x6A46D06E,CSA3
15:10:13.590,UP,43,111,24,1610,,,,0x2B325418,CSA3
15:10:13.590,DOWN,43,111,20,2649,-4,1039,-16423.62,0x6B52C814,CSA3
15:10:13.590,UP,44,111,958,1995,,,,0x2C3E5FBE,CSA3
15:10:13.590,DOWN,44,111,954,3038,-4,1043,-16427.62,0x6C5EF3BA,CSA3
15:10:13.590,UP,45,111,868,2378,,,,0x2D4A5764,CSA3
15:10:13.590,DOWN,45,111,864,3439,-4,1061,-16445.62,0x6D6B7B60,CSA3
15:10:13.590,UP,46,111,778,2759,,,,0x2E563F0A,CSA3
15:10:13.590,DOWN,46,111,774,3809,-4,1050,-16434.62,0x6E770B06,CSA3
15:10:13.590,UP,47,111,688,3108,,,,0x2F6126B0,CSA3
15:10:13.590,DOWN,47,111,683,293,-5,-2815,-16415.77,0x6F092AAB,CSA3
15:10:13.590,UP,48,111,598,3577,,,,0x306FCE56,CSA3
15:10:13.590,DOWN,48,111,593,769,-5,-2808,-16422.77,0x70180A51,CSA3
15:10:13.590,UP,49,111,507,35,,,,0x31011DFB,CSA3
15:10:13.590,DOWN,49,111,503,1096,-4,1061,-16445.62,0x712241F7,CSA3
15:10:13.590,UP,50,111,417,435,,,,0x320D9DA1,CSA3
15:10:13.590,DOWN,50,111,413,1494,-4,1059,-16443.62,0x722EB19D,CSA3
15:10:13.590,UP,51,111,327,784,,,,0x33188547,CSA3
15:10:13.590,DOWN,51,111,323,1836,-4,1052,-16436.62,0x73396143,CSA3
15:10:13.590,UP,52,111,237,1162,,,,0x342454ED,CSA3
